ranking_date,rank,name,title,country,rating,games,birth_year
27-07-00,1,"Kasparov, Garry",g,RUS,2849,35,1963
27-07-00,2,"Kramnik, Vladimir",g,RUS,2770,23,1975
27-07-00,3,"Anand, Viswanathan",g,IND,2762,23,1969
27-07-00,4,"Morozevich, Alexander",g,RUS,2756,28,1977
27-07-00,5,"Adams, Michael",g,ENG,2755,38,1971
27-07-00,6,"Shirov, Alexei",g,ESP,2746,33,1972
27-07-00,7,"Leko, Peter",g,HUN,2743,29,1979
27-07-00,8,"Ivanchuk, Vassily",g,UKR,2719,10,1969
27-07-00,9,"Topalov, Veselin",g,BUL,2707,11,1975
27-07-00,10,"Krasenkow, Michal",g,POL,2702,61,1963
27-07-00,11,"Bareev, Evgeny",g,RUS,2702,17,1966
27-07-00,12,"Karpov, Anatoly",g,RUS,2699,11,1951
27-07-00,13,"Kasimdzhanov, Rustam",g,UZB,2690,44,1979
27-07-00,14,"Svidler, Peter",g,RUS,2689,9,1976
27-07-00,15,"Gelfand, Boris",g,ISR,2681,27,1968
27-07-00,16,"Short, Nigel D.",g,ENG,2677,44,1965
27-07-00,17,"Smirin, Ilia",g,ISR,2677,25,1968
27-07-00,18,"Dreev, Alexey",g,RUS,2676,26,1969
27-07-00,19,"Azmaiparashvili, Zurab",g,GEO,2673,0,1960
27-07-00,20,"Ye, Jiangchuan",g,CHN,2670,45,1960
27-07-00,21,"Rublevsky, Sergei",g,RUS,2670,24,1974
27-07-00,22,"Xu, Jun",g,CHN,2668,75,1962
27-07-00,23,"Almasi, Zoltan",g,HUN,2668,25,1976
27-07-00,24,"Gurevich, Mikhail",g,BEL,2667,50,1959
27-07-00,25,"Khalifman, Alexander",g,RUS,2667,35,1966
27-07-00,26,"Movsesian, Sergei",g,CZE,2666,48,1978
27-07-00,27,"Georgiev, Kiril",g,BUL,2661,22,1965
27-07-00,28,"Akopian, Vladimir",g,ARM,2660,20,1971
27-07-00,29,"Peng, Xiaomin",g,CHN,2657,76,1973
27-07-00,30,"Nikolic, Predrag",g,BIH,2657,24,1960
27-07-00,31,"Tkachiev, Vladislav",g,FRA,2657,23,1973
27-07-00,32,"Polgar, Judit (GM)",g,HUN,2656,39,1976
27-07-00,33,"Beliavsky, Alexander G",g,SLO,2654,77,1953
27-07-00,34,"Piket, Jeroen",g,NED,2649,45,1969
27-07-00,35,"Lautier, Joel",g,FRA,2648,26,1973
27-07-00,36,"Seirawan, Yasser",g,USA,2647,17,1960
27-07-00,37,"Fedorov, Alexei",g,BLR,2646,20,1972
27-07-00,38,"Salov, Valery",g,RUS,2644,0,1964
27-07-00,39,"Van Wely, Loek",g,NED,2643,49,1972
27-07-00,40,"Gulko, Boris F",g,USA,2643,9,1947
27-07-00,41,"Nenashev, Alexander",g,UZB,2642,54,1962
27-07-00,42,"Bologan, Viktor",g,MDA,2641,51,1971
27-07-00,43,"Andersson, Ulf",g,SWE,2641,21,1951
27-07-00,44,"Hodgson, Julian M.",g,ENG,2640,21,1963
27-07-00,45,"Shipov, Sergei",g,RUS,2640,0,1966
27-07-00,46,"Timman, Jan H",g,NED,2639,54,1951
27-07-00,47,"Zhang, Zhong",g,CHN,2636,66,1978
27-07-00,48,"Zvjaginsev, Vadim",g,RUS,2634,39,1976
27-07-00,49,"Khenkin, Igor",g,GER,2633,43,1968
27-07-00,50,"Milos, Gilberto",g,BRA,2633,39,1963
27-07-00,51,"Ponomariov, Ruslan",g,UKR,2630,7,1983
27-07-00,52,"Sadler, Matthew",g,ENG,2628,10,1974
27-07-00,53,"Sakaev, Konstantin",g,RUS,2627,43,1974
27-07-00,54,"Ehlvest, Jaan",g,EST,2627,42,1962
27-07-00,55,"Onischuk, Alexander",g,UKR,2627,24,1975
27-07-00,56,"Kharlov, Andrei",g,RUS,2627,22,1968
27-07-00,57,"Milov, Vadim",g,SUI,2626,24,1972
27-07-00,58,"Avrukh, Boris",g,ISR,2625,31,1978
27-07-00,59,"Kaidanov, Gregory S",g,USA,2624,36,1959
27-07-00,60,"Vaganian, Rafael A",g,ARM,2623,35,1951
27-07-00,61,"Speelman, Jonathan S.",g,ENG,2623,25,1956
27-07-00,62,"Tregubov, Pavel V.",g,RUS,2620,67,1971
27-07-00,63,"Korchnoi, Viktor",g,SUI,2620,51,1931
27-07-00,64,"Korneev, Oleg",g,RUS,2619,0,1969
27-07-00,65,"Huebner, Robert Dr.",g,GER,2615,24,1948
27-07-00,66,"Hansen, Curt",g,DEN,2613,32,1964
27-07-00,67,"Bacrot, Etienne",g,FRA,2613,22,1983
27-07-00,68,"Hracek, Zbynek",g,CZE,2612,21,1970
27-07-00,69,"Kozul, Zdenko",g,CRO,2611,38,1966
27-07-00,70,"Novikov, Igor A",g,UKR,2611,33,1962
27-07-00,71,"Sokolov, Ivan",g,BIH,2611,33,1968
27-07-00,72,"Psakhis, Lev",g,ISR,2611,21,1958
27-07-00,73,"Jussupow, Artur",g,GER,2610,23,1960
27-07-00,74,"Landa, Konstantin",g,RUS,2610,17,1972
27-07-00,75,"Sutovsky, Emil",g,ISR,2609,47,1977
27-07-00,76,"Tiviakov, Sergei",g,NED,2608,40,1973
27-07-00,77,"Ftacnik, Lubomir",g,SVK,2608,29,1957
27-07-00,78,"Dolmatov, Sergey",g,RUS,2608,28,1959
27-07-00,79,"Morovic Fernandez, Ivan",g,CRO,2608,13,1963
27-07-00,80,"Magomedov, Magaram",g,RUS,2608,12,1966
27-07-00,81,"Grischuk, Alexander",g,RUS,2606,36,1983
27-07-00,82,"Dautov, Rustem",g,GER,2606,23,1965
27-07-00,83,"Malakhov, Vladimir",g,RUS,2605,22,1980
27-07-00,84,"Smagin, Sergey",g,RUS,2605,8,1958
27-07-00,85,"Granda Zuniga, Julio E",g,PER,2605,0,1967
27-07-00,86,"Wang, Zili",g,CHN,2603,65,1968
27-07-00,87,"Shabalov, Alexander",g,USA,2601,67,1967
27-07-00,88,"Wu, Wenjin",g,CHN,2601,63,1976
27-07-00,89,"Dorfman, Josif D",g,FRA,2600,28,1952
27-07-00,90,"Baklan, Vladimir",g,UKR,2599,49,1978
27-07-00,91,"Giorgadze, Giorgi",g,GEO,2599,0,1964
27-07-00,92,"Vladimirov, Evgeny",g,KAZ,2598,71,1957
27-07-00,93,"Lputian, Smbat G",g,ARM,2598,22,1958
27-07-00,94,"Najer, Evgeniy",g,RUS,2597,42,1977
27-07-00,95,"Yermolinsky, Alex",g,USA,2596,44,1958
27-07-00,96,"Kuzmin, Alexey",g,RUS,2596,22,1963
27-07-00,97,"Lutz, Christopher",g,GER,2595,35,1971
27-07-00,98,"Minasian, Artashes",g,ARM,2595,29,1967
27-07-00,99,"Iordachescu, Viorel",g,MDA,2594,79,1977
27-07-00,100,"Fominyh, Alexander",g,RUS,2594,45,1959
27-10-00,1,"Kasparov, Garry",g,RUS,2849,0,1963
27-10-00,2,"Anand, Viswanathan",g,IND,2774,19,1969
27-10-00,3,"Kramnik, Vladimir",g,RUS,2772,8,1975
27-10-00,4,"Adams, Michael",g,ENG,2754,8,1971
27-10-00,5,"Leko, Peter",g,HUN,2748,8,1979
27-10-00,6,"Shirov, Alexei",g,ESP,2746,0,1972
27-10-00,7,"Morozevich, Alexander",g,RUS,2734,5,1977
27-10-00,8,"Ivanchuk, Vassily",g,UKR,2716,7,1969
27-10-00,9,"Topalov, Veselin",g,BUL,2707,0,1975
27-10-00,10,"Krasenkow, Michal",g,POL,2702,0,1963
27-10-00,11,"Karpov, Anatoly",g,RUS,2699,0,1951
27-10-00,12,"Svidler, Peter",g,RUS,2695,14,1976
27-10-00,13,"Bareev, Evgeny",g,RUS,2694,19,1966
27-10-00,14,"Kasimdzhanov, Rustam",g,UZB,2690,0,1979
27-10-00,15,"Short, Nigel D.",g,ENG,2687,14,1965
27-10-00,16,"Gelfand, Boris",g,ISR,2683,9,1968
27-10-00,17,"Ye, Jiangchuan",g,CHN,2682,16,1960
27-10-00,18,"Dreev, Alexey",g,RUS,2681,14,1969
27-10-00,19,"Azmaiparashvili, Zurab",g,GEO,2678,7,1960
27-10-00,20,"Georgiev, Kiril",g,BUL,2674,12,1965
27-10-00,21,"Smirin, Ilia",g,ISR,2674,4,1968
27-10-00,22,"Gurevich, Mikhail",g,BEL,2673,14,1959
27-10-00,23,"Akopian, Vladimir",g,ARM,2671,8,1971
27-10-00,24,"Almasi, Zoltan",g,HUN,2668,0,1976
27-10-00,25,"Movsesian, Sergei",g,CZE,2666,7,1978
27-10-00,26,"Xu, Jun",g,CHN,2665,26,1962
27-10-00,27,"Tkachiev, Vladislav",g,FRA,2659,5,1973
27-10-00,28,"Khalifman, Alexander",g,RUS,2658,13,1966
27-10-00,29,"Nikolic, Predrag",g,BIH,2657,0,1960
27-10-00,30,"Polgar, Judit (GM)",wg,HUN,2656,0,1976
27-10-00,31,"Peng, Xiaomin",g,CHN,2655,9,1973
27-10-00,32,"Rublevsky, Sergei",g,RUS,2653,18,1974
27-10-00,33,"Bologan, Viktor",g,MDA,2651,9,1971
27-10-00,34,"Lautier, Joel",g,FRA,2648,0,1973
27-10-00,35,"Onischuk, Alexander",g,UKR,2647,18,1975
27-10-00,36,"Seirawan, Yasser",g,USA,2647,0,1960
27-10-00,37,"Nenashev, Alexander",g,UZB,2645,6,1962
27-10-00,38,"Milos, Gilberto",g,BRA,2644,19,1963
27-10-00,39,"Van Wely, Loek",g,NED,2643,0,1972
27-10-00,40,"Gulko, Boris F",g,USA,2642,19,1947
27-10-00,41,"Andersson, Ulf",g,SWE,2641,0,1951
27-10-00,42,"Piket, Jeroen",g,NED,2640,8,1969
27-10-00,43,"Shipov, Sergei",g,RUS,2640,0,1966
27-10-00,44,"Fedorov, Alexei",g,BLR,2639,5,1972
27-10-00,45,"Timman, Jan H",g,NED,2639,0,1951
27-10-00,46,"Zvjaginsev, Vadim",g,RUS,2635,25,1976
27-10-00,47,"Lastin, Alexander",g,RUS,2633,38,1976
27-10-00,48,"Hodgson, Julian M.",g,ENG,2633,19,1963
27-10-00,49,"Khenkin, Igor",g,GER,2633,0,1968
27-10-00,50,"Korchnoi, Viktor",g,SUI,2632,10,1931
27-10-00,51,"Beliavsky, Alexander G",g,SLO,2629,16,1953
27-10-00,52,"Ehlvest, Jaan",g,EST,2628,41,1962
27-10-00,53,"Sadler, Matthew",g,ENG,2628,0,1974
27-10-00,54,"Kharlov, Andrei",g,RUS,2627,11,1968
27-10-00,55,"Vaganian, Rafael A",g,ARM,2627,9,1951
27-10-00,56,"Milov, Vadim",g,SUI,2626,0,1972
27-10-00,57,"Avrukh, Boris",g,ISR,2625,0,1978
27-10-00,58,"Psakhis, Lev",g,ISR,2624,9,1958
27-10-00,59,"Ponomariov, Ruslan",g,UKR,2624,5,1983
27-10-00,60,"Vladimirov, Evgeny",g,KAZ,2621,23,1957
27-10-00,61,"Sakaev, Konstantin",g,RUS,2620,21,1974
27-10-00,62,"Hansen, Curt",g,DEN,2620,13,1964
27-10-00,63,"Kaidanov, Gregory S",g,USA,2619,7,1959
27-10-00,64,"Korneev, Oleg",g,RUS,2619,0,1969
27-10-00,65,"Kozul, Zdenko",g,CRO,2616,9,1966
27-10-00,66,"Minasian, Artashes",g,ARM,2614,16,1967
27-10-00,67,"Smagin, Sergey",g,RUS,2613,11,1958
27-10-00,68,"Bacrot, Etienne",g,FRA,2613,0,1983
27-10-00,69,"Speelman, Jonathan S.",g,ENG,2612,21,1956
27-10-00,70,"Baklan, Vladimir",g,UKR,2611,9,1978
27-10-00,71,"Sokolov, Ivan",g,BIH,2611,0,1968
27-10-00,72,"Tregubov, Pavel V.",g,RUS,2610,16,1971
27-10-00,73,"Lputian, Smbat G",g,ARM,2610,9,1958
27-10-00,74,"Jussupow, Artur",g,GER,2610,0,1960
27-10-00,75,"Landa, Konstantin",g,RUS,2610,0,1972
27-10-00,76,"Sutovsky, Emil",g,ISR,2609,0,1977
27-10-00,77,"Ftacnik, Lubomir",g,SVK,2608,0,1957
27-10-00,78,"Magomedov, Magaram",g,RUS,2608,0,1966
27-10-00,79,"Morovic Fernandez, Ivan",g,CRO,2608,0,1963
27-10-00,80,"Zhang, Zhong",g,CHN,2607,21,1978
27-10-00,81,"Tiviakov, Sergei",g,NED,2606,18,1973
27-10-00,82,"Huebner, Robert Dr.",g,GER,2606,8,1948
27-10-00,83,"Malakhov, Vladimir",g,RUS,2605,0,1980
27-10-00,84,"Hracek, Zbynek",g,CZE,2604,41,1970
27-10-00,85,"Dautov, Rustem",g,GER,2603,10,1965
27-10-00,86,"Wu, Wenjin",g,CHN,2602,12,1976
27-10-00,87,"Romanishin, Oleg M",g,UKR,2602,9,1952
27-10-00,88,"Grischuk, Alexander",g,RUS,2601,20,1983
27-10-00,89,"Filippov, Valerij",g,RUS,2601,9,1975
27-10-00,90,"Novikov, Igor A",g,UKR,2600,12,1962
27-10-00,91,"Dolmatov, Sergey",g,RUS,2600,11,1959
27-10-00,92,"Dorfman, Josif D",g,FRA,2600,0,1952
27-10-00,93,"Shabalov, Alexander",g,USA,2599,19,1967
27-10-00,94,"Giorgadze, Giorgi",g,GEO,2599,0,1964
27-10-00,95,"Kuzmin, Alexey",g,RUS,2598,9,1963
27-10-00,96,"Aleksandrov, Aleksej",g,BLR,2597,5,1973
27-10-00,97,"Lutz, Christopher",g,GER,2595,0,1971
27-10-00,98,"Sasikiran, Krishnan",g,IND,2594,23,1981
27-10-00,99,"Iordachescu, Viorel",g,MDA,2594,0,1977
27-10-00,100,"Rozentalis, Eduardas",g,LTU,2593,17,1963
27-01-01,1,"Kasparov, Gary",g,RUS,2849,0,1963
27-01-01,2,"Anand, Viswanathan",g,IND,2790,16,1969
27-01-01,3,"Kramnik, Vladimir",g,RUS,2772,0,1975
27-01-01,4,"Adams, Michael",g,ENG,2746,35,1971
27-01-01,5,"Leko, Peter",g,HUN,2745,16,1979
27-01-01,6,"Morozevich, Alexander",g,RUS,2745,16,1977
27-01-01,7,"Shirov, Alexei",g,ESP,2718,57,1972
27-01-01,8,"Topalov, Veselin",g,BUL,2718,26,1975
27-01-01,9,"Ivanchuk, Vassily",g,UKR,2717,39,1969
27-01-01,10,"Gelfand, Boris",g,ISR,2712,37,1968
27-01-01,11,"Bareev, Evgeny",g,RUS,2709,22,1966
27-01-01,12,"Van Wely, Loek",g,NED,2700,62,1972
27-01-01,13,"Svidler, Peter",g,RUS,2695,40,1976
27-01-01,14,"Gurevich, Mikhail",g,BEL,2694,35,1959
27-01-01,15,"Kasimdzhanov, Rustam",g,UZB,2693,27,1979
27-01-01,16,"Khalifman, Alexander",g,RUS,2690,30,1966
27-01-01,17,"Smirin, Ilia",g,ISR,2686,33,1968
27-01-01,18,"Dreev, Alexey",g,RUS,2685,13,1969
27-01-01,19,"Bologan, Viktor",g,MDA,2684,22,1971
27-01-01,20,"Karpov, Anatoly",g,RUS,2679,15,1951
27-01-01,21,"Ponomariov, Ruslan",g,UKR,2677,45,1983
27-01-01,22,"Georgiev, Kiril",g,BUL,2676,46,1965
27-01-01,23,"Polgar, Judit (GM)",wg,HUN,2676,34,1976
27-01-01,24,"Short, Nigel D.",g,ENG,2676,29,1965
27-01-01,25,"Tkachiev, Vladislav",g,FRA,2672,15,1973
27-01-01,26,"Ye, Jiangchuan",g,CHN,2671,13,1960
27-01-01,27,"Azmaiparashvili, Zurab",g,GEO,2670,39,1960
27-01-01,28,"Grischuk, Alexander",g,RUS,2663,38,1983
27-01-01,29,"Movsesian, Sergei",g,CZE,2661,37,1978
27-01-01,30,"Sokolov, Ivan",g,BIH,2659,67,1968
27-01-01,31,"Krasenkow, Michal",g,POL,2658,42,1963
27-01-01,32,"Lautier, Joel",g,FRA,2658,35,1973
27-01-01,33,"Onischuk, Alexander",g,UKR,2658,20,1975
27-01-01,34,"Rublevsky, Sergei",g,RUS,2657,26,1974
27-01-01,35,"Akopian, Vladimir",g,ARM,2656,8,1971
27-01-01,36,"Xu, Jun",g,CHN,2655,16,1962
27-01-01,37,"Nikolic, Predrag",g,BIH,2652,45,1960
27-01-01,38,"Nenashev, Alexander",g,UZB,2649,18,1962
27-01-01,39,"Peng, Xiaomin",g,CHN,2648,17,1973
27-01-01,40,"Jussupow, Artur",g,GER,2645,21,1960
27-01-01,41,"Vaganian, Rafael A",g,ARM,2641,26,1951
27-01-01,42,"Almasi, Zoltan",g,HUN,2640,42,1976
27-01-01,43,"Andersson, Ulf",g,SWE,2640,26,1951
27-01-01,44,"Seirawan, Yasser",g,USA,2640,21,1960
27-01-01,45,"Shipov, Sergei",g,RUS,2640,0,1966
27-01-01,46,"Korchnoi, Viktor",g,SUI,2639,24,1931
27-01-01,47,"Sakaev, Konstantin",g,RUS,2639,18,1974
27-01-01,48,"Kharlov, Andrei",g,RUS,2639,15,1968
27-01-01,49,"Beliavsky, Alexander G",g,SLO,2638,43,1953
27-01-01,50,"Ehlvest, Jaan",g,EST,2638,34,1962
27-01-01,51,"Crisan, Alexandru",g,ROM,2635,0,1962
27-01-01,52,"Sadler, Matthew",g,ENG,2633,6,1974
27-01-01,53,"Piket, Jeroen",g,NED,2632,54,1969
27-01-01,54,"Lastin, Alexander",g,RUS,2631,34,1976
27-01-01,55,"Dautov, Rustem",g,GER,2631,15,1965
27-01-01,56,"Zvjaginsev, Vadim",g,RUS,2631,7,1976
27-01-01,57,"Avrukh, Boris",g,ISR,2630,29,1978
27-01-01,58,"Rozentalis, Eduardas",g,LTU,2630,29,1963
27-01-01,59,"Timman, Jan H",g,NED,2629,38,1951
27-01-01,60,"Tregubov, Pavel V.",g,RUS,2628,30,1971
27-01-01,61,"Gulko, Boris F",g,USA,2622,28,1947
27-01-01,62,"Rustemov, Alexander",g,RUS,2620,62,1973
27-01-01,63,"Filippov, Valerij",g,RUS,2619,16,1975
27-01-01,64,"Hansen, Curt",g,DEN,2619,13,1964
27-01-01,65,"Bauer, Christian",g,FRA,2618,65,1977
27-01-01,66,"Ftacnik, Lubomir",g,SVK,2618,36,1957
27-01-01,67,"Bacrot, Etienne",g,FRA,2618,21,1983
27-01-01,68,"Najer, Evgeniy",g,RUS,2616,32,1977
27-01-01,69,"Huebner, Robert Dr.",g,GER,2616,24,1948
27-01-01,70,"Malakhov, Vladimir",g,RUS,2613,57,1980
27-01-01,71,"Baklan, Vladimir",g,UKR,2613,20,1978
27-01-01,72,"Smagin, Sergey",g,RUS,2613,0,1958
27-01-01,73,"Khenkin, Igor",g,GER,2612,28,1968
27-01-01,74,"Vladimirov, Evgeny",g,KAZ,2612,22,1957
27-01-01,75,"Aleksandrov, Aleksej",g,BLR,2610,33,1973
27-01-01,76,"Landa, Konstantin",g,RUS,2610,7,1972
27-01-01,77,"Lutz, Christopher",g,GER,2609,28,1971
27-01-01,78,"Shabalov, Alexander",g,USA,2609,24,1967
27-01-01,79,"Milos, Gilberto",g,BRA,2608,25,1963
27-01-01,80,"Magomedov, Magaram",g,RUS,2608,0,1966
27-01-01,81,"Lputian, Smbat G",g,ARM,2607,33,1958
27-01-01,82,"Kaidanov, Gregory S",g,USA,2607,20,1959
27-01-01,83,"Zhang, Zhong",g,CHN,2607,0,1978
27-01-01,84,"Sutovsky, Emil",g,ISR,2605,11,1977
27-01-01,85,"Milov, Vadim",g,SUI,2604,68,1972
27-01-01,86,"Marin, Mihail",g,ROM,2604,45,1965
27-01-01,87,"Speelman, Jonathan S.",g,ENG,2604,22,1956
27-01-01,88,"Dorfman, Josif D",g,FRA,2602,22,1952
27-01-01,89,"Hracek, Zbynek",g,CZE,2602,15,1970
27-01-01,90,"Sasikiran, Krishnan",g,IND,2601,35,1981
27-01-01,91,"Najdoski, Toni",g,MKD,2601,24,1970
27-01-01,92,"Korneev, Oleg",g,RUS,2600,76,1969
27-01-01,93,"Psakhis, Lev",g,ISR,2598,36,1958
27-01-01,94,"Baburin, Alexander",g,IRL,2598,20,1967
27-01-01,95,"Tiviakov, Sergei",g,NED,2597,39,1973
27-01-01,96,"Shariyazdanov, Andrey",g,RUS,2596,36,1976
27-01-01,97,"Hodgson, Julian M.",g,ENG,2596,21,1963
27-01-01,98,"Novikov, Igor A",g,UKR,2596,10,1962
27-01-01,99,"Nisipeanu, Liviu-Dieter",g,ROM,2596,9,1976
27-01-01,100,"Tukmakov, Vladimir B",g,UKR,2595,57,1946
27-04-01,1,"Kasparov, Garry",g,RUS,2827,38,1963
27-04-01,2,"Kramnik, Vladimir",g,RUS,2802,28,1975
27-04-01,3,"Anand, Viswanathan",g,IND,2794,13,1969
27-04-01,4,"Adams, Michael",g,ENG,2750,13,1971
27-04-01,5,"Morozevich, Alexander",g,RUS,2749,13,1977
27-04-01,6,"Leko, Peter",g,HUN,2731,23,1979
27-04-01,7,"Ivanchuk, Vassily",g,UKR,2731,13,1969
27-04-01,8,"Shirov, Alexei",g,ESP,2723,23,1972
27-04-01,9,"Gelfand, Boris",g,ISR,2712,0,1968
27-04-01,10,"Bareev, Evgeny",g,RUS,2709,0,1966
27-04-01,11,"Topalov, Veselin",g,BUL,2707,13,1975
27-04-01,12,"Svidler, Peter",g,RUS,2695,0,1976
27-04-01,13,"Karpov, Anatoly",g,RUS,2693,10,1951
27-04-01,14,"Kasimdzhanov, Rustam",g,UZB,2693,0,1979
27-04-01,15,"Smirin, Ilia",g,ISR,2691,0,1968
27-04-01,16,"Khalifman, Alexander",g,RUS,2690,0,1966
27-04-01,17,"Gurevich, Mikhail",g,BEL,2688,11,1959
27-04-01,18,"Dreev, Alexey",g,RUS,2685,0,1969
27-04-01,19,"Polgar, Judit (GM)",wg,HUN,2679,10,1976
27-04-01,20,"Bologan, Viktor",g,MDA,2676,5,1971
27-04-01,21,"Georgiev, Kiril",g,BUL,2676,0,1965
27-04-01,22,"Short, Nigel D.",g,ENG,2676,0,1965
27-04-01,23,"Ponomariov, Ruslan",g,UKR,2673,8,1983
27-04-01,24,"Tkachiev, Vladislav",g,FRA,2672,0,1973
27-04-01,25,"Ye, Jiangchuan",g,CHN,2671,0,1960
27-04-01,26,"Van Wely, Loek",g,NED,2670,18,1972
27-04-01,27,"Azmaiparashvili, Zurab",g,GEO,2670,0,1960
27-04-01,28,"Grischuk, Alexander",g,RUS,2668,10,1983
27-04-01,29,"Movsesian, Sergei",g,CZE,2661,0,1978
27-04-01,30,"Sokolov, Ivan",g,BIH,2659,0,1968
27-04-01,31,"Lautier, Joel",g,FRA,2658,0,1973
27-04-01,32,"Onischuk, Alexander",g,UKR,2658,0,1975
27-04-01,33,"Rublevsky, Sergei",g,RUS,2657,0,1974
27-04-01,34,"Krasenkow, Michal",g,POL,2655,4,1963
27-04-01,35,"Xu, Jun",g,CHN,2655,0,1962
27-04-01,36,"Akopian, Vladimir",g,ARM,2654,21,1971
27-04-01,37,"Nikolic, Predrag",g,BIH,2652,0,1960
27-04-01,38,"Graf, Alexander",g,GER,2649,0,1962
27-04-01,39,"Peng, Xiaomin",g,CHN,2648,0,1973
27-04-01,40,"Jussupow, Artur",g,GER,2645,0,1960
27-04-01,41,"Korchnoi, Viktor",g,SUI,2643,8,1931
27-04-01,42,"Vaganian, Rafael A",g,ARM,2641,0,1951
27-04-01,43,"Almasi, Zoltan",g,HUN,2640,0,1976
27-04-01,44,"Andersson, Ulf",g,SWE,2640,0,1951
27-04-01,45,"Seirawan, Yasser",g,USA,2640,0,1960
27-04-01,46,"Shipov, Sergei",g,RUS,2640,0,1966
27-04-01,47,"Kharlov, Andrei",g,RUS,2639,0,1968
27-04-01,48,"Beliavsky, Alexander G",g,SLO,2638,0,1953
27-04-01,49,"Sakaev, Konstantin",g,RUS,2637,21,1974
27-04-01,50,"Crisan, Alexandru",g,ROM,2635,0,1962
27-04-01,51,"Sadler, Matthew",g,ENG,2633,0,1974
27-04-01,52,"Zhang, Zhong",g,CHN,2632,21,1978
27-04-01,53,"Filippov, Valerij",g,RUS,2632,9,1975
27-04-01,54,"Dautov, Rustem",g,GER,2631,0,1965
27-04-01,55,"Ehlvest, Jaan",g,EST,2630,8,1962
27-04-01,56,"Piket, Jeroen",g,NED,2628,13,1969
27-04-01,57,"Tregubov, Pavel V.",g,RUS,2628,0,1971
27-04-01,58,"Bacrot, Etienne",g,FRA,2627,11,1983
27-04-01,59,"Zvjaginsev, Vadim",g,RUS,2627,11,1976
27-04-01,60,"Lastin, Alexander",g,RUS,2627,0,1976
27-04-01,61,"Rustemov, Alexander",g,RUS,2625,9,1973
27-04-01,62,"Malakhov, Vladimir",g,RUS,2623,0,1980
27-04-01,63,"Timman, Jan H",g,NED,2620,13,1951
27-04-01,64,"Hansen, Curt",g,DEN,2619,0,1964
27-04-01,65,"Ftacnik, Lubomir",g,SVK,2618,9,1957
27-04-01,66,"Huebner, Robert Dr.",g,GER,2616,0,1948
27-04-01,67,"Lutz, Christopher",g,GER,2614,0,1971
27-04-01,68,"Baklan, Vladimir",g,UKR,2613,0,1978
27-04-01,69,"Smagin, Sergey",g,RUS,2613,0,1958
27-04-01,70,"Bauer, Christian",g,FRA,2612,8,1977
27-04-01,71,"Vladimirov, Evgeny",g,KAZ,2612,0,1957
27-04-01,72,"Sasikiran, Krishnan",g,IND,2611,15,1981
27-04-01,73,"Aleksandrov, Aleksej",g,BLR,2610,0,1973
27-04-01,74,"Landa, Konstantin",g,RUS,2610,0,1972
27-04-01,75,"Khenkin, Igor",g,GER,2609,9,1968
27-04-01,76,"Macieja, Bartlomiej",g,POL,2608,15,1977
27-04-01,77,"Magomedov, Magaram",g,RUS,2608,0,1966
27-04-01,78,"Milos, Gilberto",g,BRA,2608,0,1963
27-04-01,79,"Lputian, Smbat G",g,ARM,2607,0,1958
27-04-01,80,"Gulko, Boris F",g,USA,2606,22,1947
27-04-01,81,"Palac, Mladen",g,CRO,2605,18,1971
27-04-01,82,"Milov, Vadim",g,SUI,2605,11,1972
27-04-01,83,"Tukmakov, Vladimir B",g,UKR,2604,18,1946
27-04-01,84,"Sutovsky, Emil",g,ISR,2604,0,1977
27-04-01,85,"Tiviakov, Sergei",g,NED,2603,13,1973
27-04-01,86,"Hracek, Zbynek",g,CZE,2603,0,1970
27-04-01,87,"Dorfman, Josif D",g,FRA,2602,0,1952
27-04-01,88,"Motylev, Alexander",g,RUS,2601,26,1979
27-04-01,89,"Marin, Mihail",g,ROM,2601,14,1965
27-04-01,90,"Kaidanov, Gregory S",g,USA,2601,6,1959
27-04-01,91,"Najer, Evgeniy",g,RUS,2600,29,1977
27-04-01,92,"Avrukh, Boris",g,ISR,2600,21,1978
27-04-01,93,"Najdoski, Toni",g,MKD,2600,14,1970
27-04-01,94,"Sturua, Zurab",g,GEO,2600,10,1959
27-04-01,95,"Goldin, Alexander",g,ISR,2599,6,1964
27-04-01,96,"Rozentalis, Eduardas",g,LTU,2597,28,1963
27-04-01,97,"Nisipeanu, Liviu-Dieter",g,ROM,2596,5,1976
27-04-01,98,"Novikov, Igor A",g,UKR,2596,0,1962
27-04-01,99,"Kozul, Zdenko",g,CRO,2595,31,1966
27-04-01,100,"Shabalov, Alexander",g,USA,2595,18,1967
27-07-01,1,"Kasparov, Garry",g,RUS,2838,10,1963
27-07-01,2,"Kramnik, Vladimir",g,RUS,2802,10,1975
27-07-01,3,"Anand, Viswanathan",g,IND,2797,6,1969
27-07-01,4,"Adams, Michael",g,ENG,2744,19,1971
27-07-01,5,"Morozevich, Alexander",g,RUS,2739,22,1977
27-07-01,6,"Ivanchuk, Vassily",g,UKR,2731,0,1969
27-07-01,7,"Leko, Peter",g,HUN,2730,0,1979
27-07-01,8,"Bareev, Evgeny",g,RUS,2719,29,1966
27-07-01,9,"Gelfand, Boris",g,ISR,2714,13,1968
27-07-01,10,"Topalov, Veselin",g,BUL,2711,9,1975
27-07-01,11,"Shirov, Alexei",g,ESP,2706,21,1972
27-07-01,12,"Kasimdzhanov, Rustam",g,UZB,2704,20,1979
